sample	tool	mode	stage	started_at	finished_at	wall_seconds	user_seconds	sys_seconds	max_rss_gb	io_input_mb	io_output_mb	command	exit_code
cami_i_lc	hymet	contigs	eval	2025-10-25T02:34:46Z	2025-10-25T02:35:05Z	18.670	20.970	2.540	1.118	0.003	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_lc --tool hymet --pred-profile /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_i_lc/hymet/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_profile.tsv --pred-contigs /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_i_lc/hymet/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --paf /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_i_lc/hymet/resultados.paf --threads 8	0
cami_i_lc	kraken2	contigs	run	2025-10-25T02:35:05Z	2025-10-25T02:35:44Z	38.370	4.540	18.550	10.951	15.996	0.017	/mnt/HC_Volume_103721442/HYMET/bench/run_kraken2.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8	0
cami_i_lc	centrifuge	contigs	run	2025-10-25T02:35:44Z	2025-10-25T02:35:56Z	12.390	35.020	1.520	0.659	0.979	0.002	/mnt/HC_Volume_103721442/HYMET/bench/run_centrifuge.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8	1
cami_i_lc	ganon2	contigs	run	2025-10-25T02:35:56Z	2025-10-25T02:35:58Z	2.140	8.730	0.440	0.102	0.082	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_ganon2.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8	0
cami_i_lc	viwrap	contigs	run	2025-10-25T02:35:58Z	2025-10-25T02:35:58Z	0.140	0.090	0.040	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_viwrap.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8	1
cami_i_lc	tama	contigs	run	2025-10-25T02:35:59Z	2025-10-25T02:35:59Z	0.150	0.090	0.060	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_tama.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8	1
cami_i_lc	squeezemeta	contigs	run	2025-10-25T02:35:59Z	2025-10-25T02:35:59Z	0.160	0.080	0.060	0.013	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_squeezemeta.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8	0
cami_i_lc	megapath_nano	contigs	run	2025-10-25T02:35:59Z	2025-10-25T02:35:59Z	0.010	0.000	0.010	0.003	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_megapath_nano.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8	1
cami_i_mc	hymet	contigs	run	2025-10-25T02:35:59Z	2025-10-25T02:40:08Z	248.410	245.160	32.980	17.370	8.225	0.285	/mnt/HC_Volume_103721442/HYMET/bench/run_hymet.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_i_mc/hymet	0
cami_i_mc	hymet	contigs	eval	2025-10-25T02:40:08Z	2025-10-25T02:40:26Z	18.470	20.980	2.530	1.086	0.004	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_mc --tool hymet --pred-profile /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_i_mc/hymet/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_profile.tsv --pred-contigs /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_i_mc/hymet/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --paf /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_i_mc/hymet/resultados.paf --threads 8	0
cami_i_mc	kraken2	contigs	run	2025-10-25T02:40:26Z	2025-10-25T02:41:02Z	35.730	4.560	17.330	10.939	15.212	0.014	/mnt/HC_Volume_103721442/HYMET/bench/run_kraken2.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8	0
cami_i_mc	centrifuge	contigs	run	2025-10-25T02:41:02Z	2025-10-25T02:41:07Z	4.630	14.880	1.560	0.614	0.970	0.003	/mnt/HC_Volume_103721442/HYMET/bench/run_centrifuge.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8	1
cami_i_mc	ganon2	contigs	run	2025-10-25T02:41:07Z	2025-10-25T02:41:09Z	2.310	10.610	0.420	0.102	0.081	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_ganon2.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8	0
cami_i_mc	viwrap	contigs	run	2025-10-25T02:41:09Z	2025-10-25T02:41:09Z	0.140	0.090	0.040	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_viwrap.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8	1
cami_i_mc	tama	contigs	run	2025-10-25T02:41:09Z	2025-10-25T02:41:09Z	0.180	0.110	0.060	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_tama.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8	1
cami_i_mc	squeezemeta	contigs	run	2025-10-25T02:41:10Z	2025-10-25T02:41:10Z	0.180	0.100	0.070	0.013	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_squeezemeta.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8	0
cami_i_mc	megapath_nano	contigs	run	2025-10-25T02:41:10Z	2025-10-25T02:41:10Z	0.010	0.000	0.000	0.004	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_megapath_nano.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8	1
cami_i_hc	hymet	contigs	run	2025-10-25T02:41:10Z	2025-10-25T02:45:25Z	254.850	247.310	33.300	17.375	8.807	0.329	/mnt/HC_Volume_103721442/HYMET/bench/run_hymet.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_i_hc/hymet	0
cami_i_hc	hymet	contigs	eval	2025-10-25T02:45:25Z	2025-10-25T02:45:45Z	20.250	23.820	2.490	1.126	0.006	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_hc --tool hymet --pred-profile /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_i_hc/hymet/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/truth_profile.tsv --pred-contigs /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_i_hc/hymet/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --paf /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_i_hc/hymet/resultados.paf --threads 8	0
cami_i_hc	kraken2	contigs	run	2025-10-25T02:45:45Z	2025-10-25T02:46:21Z	35.490	4.100	17.350	10.991	14.701	0.017	/mnt/HC_Volume_103721442/HYMET/bench/run_kraken2.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8	0
cami_i_hc	centrifuge	contigs	run	2025-10-25T02:46:21Z	2025-10-25T02:47:14Z	53.710	70.970	1.950	0.684	0.971	0.004	/mnt/HC_Volume_103721442/HYMET/bench/run_centrifuge.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8	1
cami_i_hc	ganon2	contigs	run	2025-10-25T02:47:15Z	2025-10-25T02:47:16Z	1.930	6.800	0.530	0.102	0.080	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_ganon2.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8	0
cami_i_hc	viwrap	contigs	run	2025-10-25T02:47:17Z	2025-10-25T02:47:17Z	0.140	0.080	0.050	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_viwrap.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8	1
cami_i_hc	tama	contigs	run	2025-10-25T02:47:17Z	2025-10-25T02:47:17Z	0.180	0.110	0.060	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_tama.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8	1
cami_i_hc	squeezemeta	contigs	run	2025-10-25T02:47:17Z	2025-10-25T02:47:17Z	0.200	0.100	0.090	0.013	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_squeezemeta.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8	0
cami_i_hc	megapath_nano	contigs	run	2025-10-25T02:47:17Z	2025-10-25T02:47:17Z	0.010	0.000	0.000	0.004	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_megapath_nano.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8	1
cami_ii_mousegut	hymet	contigs	run	2025-10-25T02:47:17Z	2025-10-25T02:51:13Z	235.440	221.700	27.760	17.363	3.308	0.291	/mnt/HC_Volume_103721442/HYMET/bench/run_hymet.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_ii_mousegut/hymet	0
cami_ii_mousegut	hymet	contigs	eval	2025-10-25T02:51:13Z	2025-10-25T02:51:31Z	18.260	21.460	2.540	1.138	0.006	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_ii_mousegut --tool hymet --pred-profile /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_ii_mousegut/hymet/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/truth_profile.tsv --pred-contigs /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_ii_mousegut/hymet/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --paf /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_ii_mousegut/hymet/resultados.paf --threads 8	0
cami_ii_mousegut	kraken2	contigs	run	2025-10-25T02:51:31Z	2025-10-25T02:52:00Z	29.090	2.880	14.720	10.918	10.682	0.015	/mnt/HC_Volume_103721442/HYMET/bench/run_kraken2.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8	0
cami_ii_mousegut	centrifuge	contigs	run	2025-10-25T02:52:00Z	2025-10-25T02:52:02Z	1.650	4.980	0.910	0.588	0.009	0.004	/mnt/HC_Volume_103721442/HYMET/bench/run_centrifuge.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8	1
cami_ii_mousegut	ganon2	contigs	run	2025-10-25T02:52:02Z	2025-10-25T02:52:04Z	1.530	5.160	0.430	0.102	0.001	0.001	/mnt/HC_Volume_103721442/HYMET/bench/run_ganon2.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8	0
cami_ii_mousegut	viwrap	contigs	run	2025-10-25T02:52:04Z	2025-10-25T02:52:04Z	0.110	0.070	0.040	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_viwrap.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8	1
cami_ii_mousegut	tama	contigs	run	2025-10-25T02:52:04Z	2025-10-25T02:52:04Z	0.150	0.100	0.050	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_tama.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8	1
cami_ii_mousegut	squeezemeta	contigs	run	2025-10-25T02:52:04Z	2025-10-25T02:52:04Z	0.160	0.100	0.040	0.013	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_squeezemeta.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8	0
cami_ii_mousegut	megapath_nano	contigs	run	2025-10-25T02:52:04Z	2025-10-25T02:52:04Z	0.010	0.000	0.000	0.003	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_megapath_nano.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8	1
cami_ii_marine	hymet	contigs	run	2025-10-25T02:52:05Z	2025-10-25T02:56:09Z	244.470	217.720	32.100	17.363	8.553	0.242	/mnt/HC_Volume_103721442/HYMET/bench/run_hymet.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_ii_marine/hymet	0
cami_ii_marine	hymet	contigs	eval	2025-10-25T02:56:09Z	2025-10-25T02:56:27Z	18.010	20.400	2.490	1.063	0.004	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_ii_marine --tool hymet --pred-profile /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_ii_marine/hymet/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/truth_profile.tsv --pred-contigs /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_ii_marine/hymet/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --paf /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_ii_marine/hymet/resultados.paf --threads 8	0
cami_ii_marine	kraken2	contigs	run	2025-10-25T02:56:27Z	2025-10-25T02:56:52Z	24.410	1.900	12.730	10.856	8.496	0.007	/mnt/HC_Volume_103721442/HYMET/bench/run_kraken2.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8	0
cami_ii_marine	centrifuge	contigs	run	2025-10-25T02:56:52Z	2025-10-25T02:56:55Z	2.930	2.480	1.490	0.572	0.894	0.003	/mnt/HC_Volume_103721442/HYMET/bench/run_centrifuge.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8	1
cami_ii_marine	ganon2	contigs	run	2025-10-25T02:56:55Z	2025-10-25T02:56:56Z	1.510	4.020	0.380	0.102	0.079	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_ganon2.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8	0
cami_ii_marine	viwrap	contigs	run	2025-10-25T02:56:56Z	2025-10-25T02:56:56Z	0.140	0.080	0.050	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_viwrap.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8	1
cami_ii_marine	tama	contigs	run	2025-10-25T02:56:56Z	2025-10-25T02:56:57Z	0.180	0.110	0.060	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_tama.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8	1
cami_ii_marine	squeezemeta	contigs	run	2025-10-25T02:56:57Z	2025-10-25T02:56:57Z	0.210	0.130	0.060	0.013	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_squeezemeta.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8	0
cami_ii_marine	megapath_nano	contigs	run	2025-10-25T02:56:57Z	2025-10-25T02:56:57Z	0.010	0.000	0.000	0.004	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_megapath_nano.sh --sample cami_ii_marine --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_marine/contigs.fna --threads 8	1
cami_ii_strainmadness	hymet	contigs	run	2025-10-25T02:56:57Z	2025-10-25T03:00:55Z	237.810	208.190	31.300	17.358	8.268	0.125	/mnt/HC_Volume_103721442/HYMET/bench/run_hymet.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_ii_strainmadness/hymet	0
cami_ii_strainmadness	hymet	contigs	eval	2025-10-25T03:00:55Z	2025-10-25T03:01:13Z	18.170	21.200	2.590	1.150	0.002	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_ii_strainmadness --tool hymet --pred-profile /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_ii_strainmadness/hymet/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/truth_profile.tsv --pred-contigs /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_ii_strainmadness/hymet/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --paf /data/HYMET/results/cami/contig_vs_reads/run_20251025T020028Z/raw/contigs/cami_ii_strainmadness/hymet/resultados.paf --threads 8	0
cami_ii_strainmadness	kraken2	contigs	run	2025-10-25T03:01:13Z	2025-10-25T03:01:44Z	30.220	1.310	15.500	10.832	10.348	0.004	/mnt/HC_Volume_103721442/HYMET/bench/run_kraken2.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8	0
cami_ii_strainmadness	centrifuge	contigs	run	2025-10-25T03:01:44Z	2025-10-25T03:01:45Z	0.990	2.090	0.700	0.571	0.000	0.002	/mnt/HC_Volume_103721442/HYMET/bench/run_centrifuge.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8	1
cami_ii_strainmadness	ganon2	contigs	run	2025-10-25T03:01:45Z	2025-10-25T03:01:46Z	1.230	3.570	0.360	0.102	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_ganon2.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8	0
cami_ii_strainmadness	viwrap	contigs	run	2025-10-25T03:01:46Z	2025-10-25T03:01:46Z	0.110	0.070	0.040	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_viwrap.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8	1
cami_ii_strainmadness	tama	contigs	run	2025-10-25T03:01:46Z	2025-10-25T03:01:46Z	0.170	0.110	0.060	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_tama.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8	1
cami_ii_strainmadness	squeezemeta	contigs	run	2025-10-25T03:01:46Z	2025-10-25T03:01:47Z	0.190	0.110	0.070	0.013	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_squeezemeta.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8	0
cami_ii_strainmadness	megapath_nano	contigs	run	2025-10-25T03:01:47Z	2025-10-25T03:01:47Z	0.010	0.000	0.010	0.004	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_megapath_nano.sh --sample cami_ii_strainmadness --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_strainmadness/contigs.fna --threads 8	1
