Query	TaxID
S0C183192	2731619
S0C200088	2731619
S0C120005	2731619
S0C151008	2731619
S0C186992	2731619
S0C20343	2731619
S0C189900	2731619
S0C26328	2731619
S0C74388	2731619
S0C225717	2731619
S0C182487	2731619
S0C164749	2731619
S0C185227	2731619
S0C160062	2731619
S0C90725	2731619
S0C47972	2731619
S0C52046	2731619
S0C1411	2731619
S0C113582	2731619
S0C30534	2731619
S0C157916	2731619
S0C165513	2731619
S0C167672	2731619
S0C127672	2731619
S0C107774	2731619
S0C166861	2731619
S0C226597	2731619
S0C9217	2731619
S0C190076	2731619
S0C160143|provirus_63664_88922	2731619
S0C27020	2731619
S0C46164	2731619
S0C144551	2731619
S0C33840	2731619
S0C75115	2731619
S0C9005	2731619
S0C118333	2731619
S0C74244	2731619
S0C168789	2731619
S0C194694	2731619
S0C187314	2731619
S0C57877	2731619
S0C73291	2731619
S0C21407	2731619
S0C21902	2731619
S0C186665	2731619
S0C53459	2731619
S0C220322	2731619
S0C45340	2731619
S0C171163	2731619
S0C49049	2731619
S0C219179	2731619
S0C4483	2731619
S0C1752	2731619
S0C76788	2731619
S0C209985	2731619
S0C113144	2731619
S0C220194	2731619
S0C7720	2731619
S0C196030	2731619
S0C15023	2731619
S0C202334	2731619
S0C146447	2731619
S0C144	2731619
S0C173746	2731619
S0C165461	2731619
S0C32168	2731619
S0C114136	2731619
S0C79231	2731619
S0C6100	2731619
S0C143187	2731619
S0C213883	2731619
S0C545	2731619
S0C107682	2731619
S0C23188	2731619
S0C194881	2731619
S0C53795	2731619
S0C100506	2731619
S0C75953	2731619
S0C90851	2731619
S0C71626	2731619
S0C46537	2731619
S0C91135	2731619
S0C142106	2731619
S0C29145	2731619
S0C25443	2731619
S0C218206	2731619
S0C148900	2731619
S0C81529	2731619
S0C175302	2731619
S0C226324	2731619
S0C144799	2731619
S0C160275	2731619
S0C528	2731619
S0C19739	2731619
S0C1290	2731619
S0C161494	2731619
S0C99046	2731619
S0C38155	2731619
S0C196077|provirus_48633_79881	2731619
S0C6414	2731619
S0C53608	2731619
S0C3587	2731619
S0C30758	2731619
S0C86409	2731619
S0C19928	2731619
S0C222068	2731619
S0C177207	2731619
S0C226193	2731619
S0C140274	2731619
S0C41533	2731619
S0C149547	2731619
S0C164182	2731619
S0C143964	2731619
S0C12156	2731619
S0C71587	2731619
S0C135451	2731619
S0C32274	2731619
S0C55295	2731619
S0C135031	10860
S0C14239	2731619
S0C36984	2731619
S0C165607	2731619
S0C215686	2731619
S0C88627	2731619
S0C36503	2731619
S0C36599	2731619
S0C160751	2731619
S0C118679	2731619
S0C81032	2731619
S0C149728	2731619
S0C189088	2731619
S0C71785	2731619
S0C5873	2731619
S0C139113	2731619
S0C96962	2731619
S0C68942	2731619
S0C32929	2731619
S0C130095	2731619
S0C176619	2731619
S0C221363	2731619
S0C10516	2731619
S0C139104	2731619
S0C91030	2731619
S0C2095	2731619
S0C137729	2731619
S0C114905	2731619
S0C214556	2731619
S0C139791	2731619
S0C150357	2731619
S0C21981	2731619
S0C119548	2842329
S0C118054	2731619
S0C129975	2731619
S0C48254	10501
S0C210577	2731619
S0C83203	2731619
S0C182689	2731619
S0C29168	2731619
S0C123738	2731619
S0C16060	2731619
S0C226929	2731619
S0C39081	2946160
S0C146369	2731619
S0C153049	2731619
S0C64740	2731619
S0C206094	2731619
S0C173895	2731619
S0C71386	2731619
S0C104354	2731619
S0C180196	2731619
S0C18186	2731619
S0C70440	2731619
S0C7938	2731619
S0C142553	2731619
S0C125676	2731619
S0C160595	2731619
S0C131675	549779
S0C85219	2731619
S0C213258	2731619
S0C47059	2731619
S0C68459	2731619
S0C20911	2731619
S0C62791	2731619
S0C50564	2731619
S0C49333	2731619
S0C177434	2731619
S0C225102	2731619
S0C15493	2731619
S0C184788	2731619
S0C84052	2731619
S0C65816	2731619
S0C195262	2731619
S0C104323	2731619
S0C207117	2731619
S0C43123	2731619
S0C6361	2731619
S0C44329	2731619
S0C184636	2731619
S0C39528	10501
S0C224830	2946160
S0C60128	2731619
S0C26208	2731619
S0C9563	2731619
S0C174421	2731619
S0C74641	2731619
S0C113178	2560065
S0C205897	2731619
S0C102980	2731619
S0C63776	2731643
S0C125757	2731619
S0C88358	2731619
S0C67109	2731619
S0C51014	2731619
S0C218682	2731619
S0C90561	2731619
S0C191560	2731619
S0C100504	2731619
S0C117608	2731619
S0C177655	2731619
S0C179439	2731619
S0C80075	2731619
S0C678	2731619
S0C45055	2731619
S0C18440	2731619
S0C168955	2731619
S0C65089	2731619
S0C124530	2731619
S0C207143	2731619
S0C116243	2731619
S0C206506	2731619
S0C71794	2560065
S0C206623	2731619
S0C85854	2731619
S0C122972	2731619
S0C152312	2731619
S0C224211	2731619
S0C10323	2731619
S0C215605	2731619
S0C216519	2731619
S0C85607	2731619
S0C85245	2731619
S0C16525	2731619
S0C77095	2731619
S0C225612	2731619
S0C12311	2731619
S0C205104	2731619
S0C78654	2731619
