sample	tool	mode	stage	started_at	finished_at	wall_seconds	user_seconds	sys_seconds	max_rss_gb	io_input_mb	io_output_mb	command	exit_code
cami_sample_0	tama	contigs	run	2025-10-26T13:23:23Z	2025-10-26T13:24:30Z	67.540	70.040	24.730	9.670	20.226	0.154	/mnt/HC_Volume_103721442/HYMET/bench/run_tama.sh --sample cami_sample_0 --contigs /mnt/HC_Volume_103721442/cami/sample_0.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_sample_0/tama	0
cami_sample_0	tama	contigs	eval	2025-10-26T13:24:30Z	2025-10-26T13:24:42Z	11.390	10.240	1.140	0.925	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_sample_0 --tool tama --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_sample_0/tama/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/cami/sample_0/taxonomic_profile_0.txt --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/cami/sample_0/2017.12.29_11.37.26_sample_0/contigs/gsa_mapping_new.tsv --pred-fasta /mnt/HC_Volume_103721442/cami/sample_0.fna --paf  --threads 8	0
cami_sample_0	squeezemeta	contigs	run	2025-10-26T13:24:42Z	2025-10-26T13:24:44Z	2.590	1.880	0.700	0.019	0.000	1.185	/mnt/HC_Volume_103721442/HYMET/bench/run_squeezemeta.sh --sample cami_sample_0 --contigs /mnt/HC_Volume_103721442/cami/sample_0.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_sample_0/squeezemeta	0
cami_sample_0	squeezemeta	contigs	eval	2025-10-26T13:24:44Z	2025-10-26T13:24:56Z	11.660	10.450	1.200	0.925	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_sample_0 --tool squeezemeta --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_sample_0/squeezemeta/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/cami/sample_0/taxonomic_profile_0.txt --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/cami/sample_0/2017.12.29_11.37.26_sample_0/contigs/gsa_mapping_new.tsv --pred-fasta /mnt/HC_Volume_103721442/cami/sample_0.fna --paf  --threads 8	0
cami_sample_0	megapath_nano	contigs	run	2025-10-26T13:24:56Z	2025-10-26T13:26:27Z	91.420	107.320	26.420	11.432	17.110	1.951	/mnt/HC_Volume_103721442/HYMET/bench/run_megapath_nano.sh --sample cami_sample_0 --contigs /mnt/HC_Volume_103721442/cami/sample_0.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_sample_0/megapath_nano	0
cami_sample_0	megapath_nano	contigs	eval	2025-10-26T13:26:27Z	2025-10-26T13:26:39Z	11.400	10.220	1.170	0.926	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_sample_0 --tool megapath_nano --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_sample_0/megapath_nano/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/cami/sample_0/taxonomic_profile_0.txt --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/cami/sample_0/2017.12.29_11.37.26_sample_0/contigs/gsa_mapping_new.tsv --pred-fasta /mnt/HC_Volume_103721442/cami/sample_0.fna --paf  --threads 8	0
cami_i_lc	hymet	contigs	run	2025-10-26T13:26:39Z	2025-10-26T13:30:57Z	257.530	239.380	35.470	17.368	9.155	0.247	/mnt/HC_Volume_103721442/HYMET/bench/run_hymet.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/hymet	0
cami_i_lc	hymet	contigs	eval	2025-10-26T13:30:57Z	2025-10-26T13:31:15Z	18.210	20.360	2.660	1.121	0.003	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_lc --tool hymet --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/hymet/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_profile.tsv --pred-contigs /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/hymet/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --paf /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/hymet/resultados.paf --threads 8	0
cami_i_lc	kraken2	contigs	run	2025-10-26T13:31:15Z	2025-10-26T13:31:59Z	43.900	4.510	20.590	10.947	19.996	0.017	/mnt/HC_Volume_103721442/HYMET/bench/run_kraken2.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/kraken2	0
cami_i_lc	kraken2	contigs	eval	2025-10-26T13:31:59Z	2025-10-26T13:32:11Z	12.560	13.040	1.730	0.926	0.004	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_lc --tool kraken2 --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/kraken2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_profile.tsv --pred-contigs /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/kraken2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --paf  --threads 8	0
cami_i_lc	centrifuge	contigs	run	2025-10-26T13:32:12Z	2025-10-26T13:32:25Z	13.870	38.140	2.230	0.771	0.978	0.003	/mnt/HC_Volume_103721442/HYMET/bench/run_centrifuge.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/centrifuge	0
cami_i_lc	centrifuge	contigs	eval	2025-10-26T13:32:25Z	2025-10-26T13:32:38Z	12.790	13.400	1.720	0.926	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_lc --tool centrifuge --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/centrifuge/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_profile.tsv --pred-contigs /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/centrifuge/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --paf  --threads 8	0
cami_i_lc	ganon2	contigs	run	2025-10-26T13:32:38Z	2025-10-26T13:32:40Z	2.130	8.880	0.440	0.100	0.081	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_ganon2.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/ganon2	0
cami_i_lc	ganon2	contigs	eval	2025-10-26T13:32:41Z	2025-10-26T13:32:53Z	12.500	12.980	1.730	0.925	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_lc --tool ganon2 --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/ganon2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_profile.tsv --pred-contigs /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/ganon2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --paf  --threads 8	0
cami_i_lc	viwrap	contigs	run	2025-10-26T13:32:53Z	2025-10-26T13:36:49Z	235.990	1248.380	43.370	18.378	1.121	0.814	/mnt/HC_Volume_103721442/HYMET/bench/run_viwrap.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/viwrap	0
cami_i_lc	viwrap	contigs	eval	2025-10-26T13:36:49Z	2025-10-26T13:37:00Z	10.820	9.780	1.040	0.926	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_lc --tool viwrap --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/viwrap/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_profile.tsv --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --paf  --threads 8	0
cami_i_lc	tama	contigs	run	2025-10-26T13:37:00Z	2025-10-26T13:37:53Z	52.770	26.000	21.650	9.648	19.002	0.034	/mnt/HC_Volume_103721442/HYMET/bench/run_tama.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/tama	0
cami_i_lc	tama	contigs	eval	2025-10-26T13:37:53Z	2025-10-26T13:38:04Z	10.930	9.880	1.050	0.926	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_lc --tool tama --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/tama/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_profile.tsv --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --paf  --threads 8	0
cami_i_lc	squeezemeta	contigs	run	2025-10-26T13:38:04Z	2025-10-26T13:40:44Z	160.010	325.180	7.290	1.046	1.643	1.263	/mnt/HC_Volume_103721442/HYMET/bench/run_squeezemeta.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/squeezemeta	0
cami_i_lc	squeezemeta	contigs	eval	2025-10-26T13:40:44Z	2025-10-26T13:40:55Z	10.680	9.630	1.040	0.925	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_lc --tool squeezemeta --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/squeezemeta/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_profile.tsv --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --paf  --threads 8	0
cami_i_lc	megapath_nano	contigs	run	2025-10-26T13:40:55Z	2025-10-26T13:41:55Z	60.570	38.880	22.510	10.322	16.780	0.493	/mnt/HC_Volume_103721442/HYMET/bench/run_megapath_nano.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/megapath_nano	0
cami_i_lc	megapath_nano	contigs	eval	2025-10-26T13:41:55Z	2025-10-26T13:42:06Z	10.980	9.870	1.100	0.926	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_lc --tool megapath_nano --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_lc/megapath_nano/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_profile.tsv --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --paf  --threads 8	0
cami_i_mc	hymet	contigs	run	2025-10-26T13:42:06Z	2025-10-26T13:46:10Z	243.180	243.410	31.370	17.368	5.110	0.285	/mnt/HC_Volume_103721442/HYMET/bench/run_hymet.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/hymet	0
cami_i_mc	hymet	contigs	eval	2025-10-26T13:46:10Z	2025-10-26T13:46:28Z	18.390	20.880	2.630	1.113	0.004	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_mc --tool hymet --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/hymet/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_profile.tsv --pred-contigs /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/hymet/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --paf /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/hymet/resultados.paf --threads 8	0
cami_i_mc	kraken2	contigs	run	2025-10-26T13:46:28Z	2025-10-26T13:47:11Z	43.170	4.780	20.760	10.943	19.866	0.014	/mnt/HC_Volume_103721442/HYMET/bench/run_kraken2.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/kraken2	0
cami_i_mc	kraken2	contigs	eval	2025-10-26T13:47:11Z	2025-10-26T13:47:24Z	12.850	13.710	1.930	0.926	0.001	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_mc --tool kraken2 --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/kraken2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_profile.tsv --pred-contigs /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/kraken2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --paf  --threads 8	0
cami_i_mc	centrifuge	contigs	run	2025-10-26T13:47:24Z	2025-10-26T13:47:31Z	6.450	18.270	2.330	0.758	0.978	0.004	/mnt/HC_Volume_103721442/HYMET/bench/run_centrifuge.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/centrifuge	0
cami_i_mc	centrifuge	contigs	eval	2025-10-26T13:47:31Z	2025-10-26T13:47:44Z	12.840	13.570	1.730	0.926	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_mc --tool centrifuge --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/centrifuge/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_profile.tsv --pred-contigs /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/centrifuge/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --paf  --threads 8	0
cami_i_mc	ganon2	contigs	run	2025-10-26T13:47:44Z	2025-10-26T13:47:46Z	2.500	10.910	0.470	0.100	0.093	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_ganon2.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/ganon2	0
cami_i_mc	ganon2	contigs	eval	2025-10-26T13:47:46Z	2025-10-26T13:47:59Z	12.780	13.450	1.750	0.925	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_mc --tool ganon2 --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/ganon2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_profile.tsv --pred-contigs /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/ganon2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --paf  --threads 8	0
cami_i_mc	viwrap	contigs	run	2025-10-26T13:47:59Z	2025-10-26T13:52:16Z	257.300	1314.210	49.090	18.381	0.508	0.817	/mnt/HC_Volume_103721442/HYMET/bench/run_viwrap.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/viwrap	0
cami_i_mc	viwrap	contigs	eval	2025-10-26T13:52:17Z	2025-10-26T13:52:28Z	11.090	10.030	1.050	0.926	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_mc --tool viwrap --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/viwrap/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_profile.tsv --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --paf  --threads 8	0
cami_i_mc	tama	contigs	run	2025-10-26T13:52:28Z	2025-10-26T13:53:22Z	53.820	28.400	22.310	9.646	19.830	0.043	/mnt/HC_Volume_103721442/HYMET/bench/run_tama.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/tama	0
cami_i_mc	tama	contigs	eval	2025-10-26T13:53:22Z	2025-10-26T13:53:32Z	10.550	9.500	1.040	0.926	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_mc --tool tama --pred-profile /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/tama/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_profile.tsv --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --paf  --threads 8	0
cami_i_mc	squeezemeta	contigs	run	2025-10-26T13:53:32Z	2025-10-26T13:53:33Z	0.890	0.640	0.250	0.013	0.000	0.332	/mnt/HC_Volume_103721442/HYMET/bench/run_squeezemeta.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8 --out /data/HYMET/results/cami/contig_full/run_20251026T130015Z/raw/contigs/cami_i_mc/squeezemeta	0
