sample	tool	mode	stage	started_at	finished_at	wall_seconds	user_seconds	sys_seconds	max_rss_gb	io_input_mb	io_output_mb	command	exit_code
cami_sample_0	squeezemeta		eval	2025-10-25T00:40:13Z	2025-10-25T00:40:25Z	11.500	10.390	1.100	0.926	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_sample_0 --tool squeezemeta --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_sample_0/squeezemeta/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/cami/sample_0/taxonomic_profile_0.txt --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/cami/sample_0/2017.12.29_11.37.26_sample_0/contigs/gsa_mapping_new.tsv --pred-fasta /mnt/HC_Volume_103721442/cami/sample_0.fna --paf  --threads 8	0
cami_sample_0	megapath_nano		run	2025-10-25T00:40:25Z	2025-10-25T00:40:25Z	0.010	0.000	0.000	0.003	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_megapath_nano.sh --sample cami_sample_0 --contigs /mnt/HC_Volume_103721442/cami/sample_0.fna --threads 8	1
cami_i_lc	hymet		run	2025-10-25T00:40:25Z	2025-10-25T00:43:30Z	184.890	158.320	36.900	8.102	0.457	15.598	/mnt/HC_Volume_103721442/HYMET/bench/run_hymet.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8 --out /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_lc/hymet	0
cami_i_lc	hymet		eval	2025-10-25T00:43:30Z	2025-10-25T00:43:49Z	18.960	21.340	2.490	1.135	0.003	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_lc --tool hymet --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_lc/hymet/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_lc/hymet/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --paf /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_lc/hymet/resultados.paf --threads 8	0
cami_i_lc	kraken2		run	2025-10-25T00:43:49Z	2025-10-25T00:44:24Z	35.300	4.590	16.780	10.944	12.001	0.017	/mnt/HC_Volume_103721442/HYMET/bench/run_kraken2.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8	0
cami_i_lc	kraken2		eval	2025-10-25T00:44:24Z	2025-10-25T00:44:36Z	12.270	12.550	1.780	0.925	0.004	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_lc --tool kraken2 --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_lc/kraken2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_lc/kraken2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --paf  --threads 8	0
cami_i_lc	centrifuge		run	2025-10-25T00:44:37Z	2025-10-25T00:44:49Z	12.450	34.780	1.620	0.663	0.978	0.002	/mnt/HC_Volume_103721442/HYMET/bench/run_centrifuge.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8	1
cami_i_lc	ganon2		run	2025-10-25T00:44:49Z	2025-10-25T00:44:51Z	2.230	9.000	0.500	0.102	0.081	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_ganon2.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8	0
cami_i_lc	ganon2		eval	2025-10-25T00:44:51Z	2025-10-25T00:45:03Z	11.950	12.350	1.720	0.926	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_lc --tool ganon2 --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_lc/ganon2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_lc/ganon2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --paf  --threads 8	0
cami_i_lc	viwrap		run	2025-10-25T00:45:03Z	2025-10-25T00:45:04Z	0.140	0.090	0.050	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_viwrap.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8	1
cami_i_lc	tama		run	2025-10-25T00:45:04Z	2025-10-25T00:45:04Z	0.190	0.120	0.070	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_tama.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8	1
cami_i_lc	squeezemeta		run	2025-10-25T00:45:04Z	2025-10-25T00:45:04Z	0.190	0.120	0.070	0.013	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_squeezemeta.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8	0
cami_i_lc	squeezemeta		eval	2025-10-25T00:45:04Z	2025-10-25T00:45:15Z	10.920	9.850	1.060	0.925	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_lc --tool squeezemeta --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_lc/squeezemeta/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_profile.tsv --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --paf  --threads 8	0
cami_i_lc	megapath_nano		run	2025-10-25T00:45:15Z	2025-10-25T00:45:15Z	0.010	0.000	0.000	0.004	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_megapath_nano.sh --sample cami_i_lc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_lc/contigs.fna --threads 8	1
cami_i_mc	hymet		run	2025-10-25T00:45:15Z	2025-10-25T00:48:10Z	175.120	144.020	31.740	6.022	0.472	12.802	/mnt/HC_Volume_103721442/HYMET/bench/run_hymet.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8 --out /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_mc/hymet	0
cami_i_mc	hymet		eval	2025-10-25T00:48:10Z	2025-10-25T00:48:29Z	18.770	20.860	2.530	1.138	0.004	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_mc --tool hymet --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_mc/hymet/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_mc/hymet/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --paf /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_mc/hymet/resultados.paf --threads 8	0
cami_i_mc	kraken2		run	2025-10-25T00:48:29Z	2025-10-25T00:49:04Z	34.230	4.730	16.560	10.939	11.975	0.014	/mnt/HC_Volume_103721442/HYMET/bench/run_kraken2.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8	0
cami_i_mc	kraken2		eval	2025-10-25T00:49:04Z	2025-10-25T00:49:16Z	12.560	12.850	1.640	0.926	0.005	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_mc --tool kraken2 --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_mc/kraken2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_mc/kraken2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --paf  --threads 8	0
cami_i_mc	centrifuge		run	2025-10-25T00:49:16Z	2025-10-25T00:49:21Z	4.640	14.600	1.590	0.616	0.970	0.003	/mnt/HC_Volume_103721442/HYMET/bench/run_centrifuge.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8	1
cami_i_mc	ganon2		run	2025-10-25T00:49:21Z	2025-10-25T00:49:23Z	2.430	10.630	0.500	0.102	0.081	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_ganon2.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8	0
cami_i_mc	ganon2		eval	2025-10-25T00:49:23Z	2025-10-25T00:49:36Z	12.310	12.830	1.680	0.926	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_mc --tool ganon2 --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_mc/ganon2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_mc/ganon2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --paf  --threads 8	0
cami_i_mc	viwrap		run	2025-10-25T00:49:36Z	2025-10-25T00:49:36Z	0.080	0.060	0.020	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_viwrap.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8	1
cami_i_mc	tama		run	2025-10-25T00:49:36Z	2025-10-25T00:49:36Z	0.170	0.110	0.060	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_tama.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8	1
cami_i_mc	squeezemeta		run	2025-10-25T00:49:36Z	2025-10-25T00:49:36Z	0.200	0.120	0.080	0.013	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_squeezemeta.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8	0
cami_i_mc	squeezemeta		eval	2025-10-25T00:49:36Z	2025-10-25T00:49:48Z	11.080	10.080	1.000	0.926	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_mc --tool squeezemeta --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_mc/squeezemeta/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_profile.tsv --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --paf  --threads 8	0
cami_i_mc	megapath_nano		run	2025-10-25T00:49:48Z	2025-10-25T00:49:48Z	0.010	0.000	0.000	0.003	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_megapath_nano.sh --sample cami_i_mc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_mc/contigs.fna --threads 8	1
cami_i_hc	hymet		run	2025-10-25T00:49:48Z	2025-10-25T00:52:59Z	191.300	154.570	35.660	7.515	0.448	14.102	/mnt/HC_Volume_103721442/HYMET/bench/run_hymet.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8 --out /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_hc/hymet	0
cami_i_hc	hymet		eval	2025-10-25T00:52:59Z	2025-10-25T00:53:18Z	18.480	20.760	2.510	1.120	0.006	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_hc --tool hymet --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_hc/hymet/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_hc/hymet/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --paf /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_hc/hymet/resultados.paf --threads 8	0
cami_i_hc	kraken2		run	2025-10-25T00:53:18Z	2025-10-25T00:53:51Z	33.240	4.120	16.350	10.988	11.875	0.017	/mnt/HC_Volume_103721442/HYMET/bench/run_kraken2.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8	0
cami_i_hc	kraken2		eval	2025-10-25T00:53:51Z	2025-10-25T00:54:04Z	13.030	13.710	1.800	0.926	0.007	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_hc --tool kraken2 --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_hc/kraken2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_hc/kraken2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --paf  --threads 8	0
cami_i_hc	centrifuge		run	2025-10-25T00:54:04Z	2025-10-25T00:54:54Z	50.430	64.320	1.790	0.692	0.970	0.004	/mnt/HC_Volume_103721442/HYMET/bench/run_centrifuge.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8	1
cami_i_hc	ganon2		run	2025-10-25T00:54:54Z	2025-10-25T00:54:56Z	1.840	6.710	0.450	0.102	0.081	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_ganon2.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8	0
cami_i_hc	ganon2		eval	2025-10-25T00:54:56Z	2025-10-25T00:55:08Z	11.900	12.450	1.650	0.925	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_hc --tool ganon2 --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_hc/ganon2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_hc/ganon2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --paf  --threads 8	0
cami_i_hc	viwrap		run	2025-10-25T00:55:08Z	2025-10-25T00:55:08Z	0.130	0.090	0.040	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_viwrap.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8	1
cami_i_hc	tama		run	2025-10-25T00:55:09Z	2025-10-25T00:55:09Z	0.180	0.120	0.060	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_tama.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8	1
cami_i_hc	squeezemeta		run	2025-10-25T00:55:09Z	2025-10-25T00:55:09Z	0.210	0.130	0.090	0.013	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_squeezemeta.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8	0
cami_i_hc	squeezemeta		eval	2025-10-25T00:55:09Z	2025-10-25T00:55:20Z	11.180	10.170	1.010	0.926	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_i_hc --tool squeezemeta --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_i_hc/squeezemeta/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/truth_profile.tsv --pred-contigs  --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --paf  --threads 8	0
cami_i_hc	megapath_nano		run	2025-10-25T00:55:20Z	2025-10-25T00:55:20Z	0.010	0.000	0.000	0.003	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_megapath_nano.sh --sample cami_i_hc --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_i_hc/contigs.fna --threads 8	1
cami_ii_mousegut	hymet		run	2025-10-25T00:55:21Z	2025-10-25T00:57:34Z	133.550	78.070	12.800	2.275	0.378	3.610	/mnt/HC_Volume_103721442/HYMET/bench/run_hymet.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8 --out /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_mousegut/hymet	0
cami_ii_mousegut	hymet		eval	2025-10-25T00:57:34Z	2025-10-25T00:57:52Z	18.250	21.190	2.390	1.112	0.006	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_ii_mousegut --tool hymet --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_mousegut/hymet/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_mousegut/hymet/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --paf /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_mousegut/hymet/resultados.paf --threads 8	0
cami_ii_mousegut	kraken2		run	2025-10-25T00:57:52Z	2025-10-25T00:58:24Z	31.560	3.100	16.020	10.916	11.795	0.015	/mnt/HC_Volume_103721442/HYMET/bench/run_kraken2.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8	0
cami_ii_mousegut	kraken2		eval	2025-10-25T00:58:24Z	2025-10-25T00:58:37Z	13.080	13.550	1.690	0.926	0.006	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_ii_mousegut --tool kraken2 --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_mousegut/kraken2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_mousegut/kraken2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --paf  --threads 8	0
cami_ii_mousegut	centrifuge		run	2025-10-25T00:58:37Z	2025-10-25T00:58:40Z	2.850	5.000	1.400	0.587	0.970	0.004	/mnt/HC_Volume_103721442/HYMET/bench/run_centrifuge.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8	1
cami_ii_mousegut	ganon2		run	2025-10-25T00:58:40Z	2025-10-25T00:58:42Z	1.660	5.180	0.490	0.103	0.081	0.001	/mnt/HC_Volume_103721442/HYMET/bench/run_ganon2.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8	0
cami_ii_mousegut	ganon2		eval	2025-10-25T00:58:42Z	2025-10-25T00:58:54Z	12.450	12.770	1.660	0.925	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/lib/run_eval.sh --sample cami_ii_mousegut --tool ganon2 --pred-profile /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_mousegut/ganon2/profile.cami.tsv --truth-profile /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/truth_profile.tsv --pred-contigs /mnt/HC_Volume_103721442/HYMET/bench/out/cami_ii_mousegut/ganon2/classified_sequences.tsv --truth-contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/truth_contigs.tsv --pred-fasta /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --paf  --threads 8	0
cami_ii_mousegut	viwrap		run	2025-10-25T00:58:54Z	2025-10-25T00:58:54Z	0.100	0.070	0.030	0.010	0.000	0.000	/mnt/HC_Volume_103721442/HYMET/bench/run_viwrap.sh --sample cami_ii_mousegut --contigs /mnt/HC_Volume_103721442/HYMET/bench/data/cami_ii_mousegut/contigs.fna --threads 8	1
